,length,radius,unmodradius,surfacecoverage,parent,extension,branch,added,numlayers,meanpointdist,mad,x,y,z,dx,dy,dz
0,0.45620427,0.17783806,0.17783806,0.685,4294967295,1,0,0,3,0.011161406,-0.0014132118,4.6602364,6.203134,137.44324,0.12539928,0.01163662,0.9920381
1,0.2752815,0.16686757,0.16686757,0.5475,0,2,0,0,4,0.007963451,-7.433912e-05,4.7266774,6.2059436,137.89467,0.03798325,0.10657759,0.9935786
2,0.20148721,0.162649,0.162649,0.7925,1,3,0,0,3,0.0060014757,4.8587608e-05,4.7440333,6.226423,138.16887,0.10768921,0.016809871,0.9940426
3,0.20231843,0.16046312,0.16046312,0.7725,2,4,0,0,3,0.0056984923,-0.00014812431,4.765267,6.229015,138.36922,0.045551125,0.04488649,0.99795306
4,0.25215867,0.15777394,0.15777394,0.895,3,5,0,0,4,0.005611669,-0.0003018862,4.779038,6.235354,138.57103,0.0548585,0.04986053,0.9972485
5,0.2643774,0.15600266,0.15600266,0.8625,4,6,0,0,4,0.0059298975,-0.00023650083,4.793816,6.249241,138.82237,0.020418817,0.056440778,0.99819714
6,0.19370903,0.15538767,0.15538767,0.74,5,7,0,0,3,0.00617134,-8.89209e-05,4.803986,6.2646513,139.08615,-0.02276502,0.07053267,0.99724966
7,0.22816847,0.15483217,0.15483217,0.875,6,8,0,0,4,0.0065166694,-3.9954364e-05,4.802064,6.2792416,139.27931,0.0020083429,0.08507975,0.9963721
8,0.24746193,0.15387751,0.15387751,0.78,7,9,0,0,4,0.006139332,0.000739942,4.808561,6.301922,139.50636,-0.09767705,0.0037497692,0.99521106
9,0.17961767,0.15304275,0.15304275,0.7675,8,10,0,0,3,0.004869922,0.0010222137,4.788076,6.3021727,139.753,-0.14219287,0.036245085,0.98917514
10,0.18186554,0.15144534,0.15144534,0.76,9,11,0,0,3,0.004859708,0.00015785632,4.7658906,6.3107095,139.93109,-0.1697432,0.08204778,0.98206687
11,0.23141214,0.14771122,0.14771122,0.8425,10,12,0,0,4,0.004632473,0.00046044472,4.735818,6.327198,140.1097,-0.1778299,0.1401362,0.974032
12,0.17391798,0.14731018,0.14731018,0.795,11,13,0,0,3,0.004664376,0.0006911084,4.696251,6.36364,140.33481,-0.19593267,0.1519333,0.9687759
13,0.23285119,0.14923534,0.14923534,0.7325,12,14,0,0,4,0.0049948287,0.00026572307,4.6623597,6.396499,140.50232,-0.2176361,0.17713842,0.9598211
14,0.22697562,0.15448348,0.15448348,0.755,13,15,0,0,4,0.0067551564,-0.00035845177,4.6091833,6.4463134,140.72366,-0.27925912,0.22208503,0.9341802
15,0.15681264,0.1560453,0.1560453,0.57,14,16,0,0,3,0.0073126256,-0.0016320817,4.553524,6.503703,140.93636,-0.1960105,0.1274798,0.9722802
16,0.19488345,0.13358605,0.13137649,0.335,15,17,0,0,3,0.009822171,-0.00058093906,4.519064,6.5288577,141.08739,0.22671385,0.35571548,0.9066792
17,0.15689763,0.12512386,0.12431808,0.425,16,18,0,0,3,0.00829455,0.00056878995,4.538598,6.59275,141.27238,0.29450077,0.4157116,0.86049587
18,0.14501166,0.10989833,0.10989833,0.5975,17,19,0,0,3,0.007409397,-0.0001617623,4.5769186,6.6633854,141.40749,0.38392168,0.47588468,0.79128873
19,0.15604179,0.10632132,0.10632132,0.6125,18,20,0,0,3,0.008083033,-0.00022708515,4.6177297,6.720923,141.53635,0.34150732,0.3636407,0.86668223
20,0.21705087,0.10528169,0.10528169,0.8,19,21,0,0,4,0.0074929474,-4.4770164e-05,4.668334,6.7728004,141.67468,0.34714398,0.29219753,0.89112943
21,0.15273575,0.10578725,0.10578725,0.7425,20,22,0,0,3,0.0080457,-0.000579157,4.7403297,6.8357477,141.86957,0.3768723,0.299669,0.87645066
22,0.18278965,0.107657276,0.107657276,0.7725,21,23,0,0,4,0.008697683,-0.00089206785,4.792553,6.876495,142.00745,0.40109283,0.31438076,0.8604007
23,0.11445189,0.10996145,0.10996145,0.6725,22,24,0,0,3,0.009520643,-0.0004920315,4.8593745,6.927451,142.17012,0.5051432,0.39124164,0.7692596
24,0.23875234,0.1014476,0.10105735,0.53,23,25,0,0,4,0.018061614,-0.0006983018,4.8787217,6.9351473,142.30228,0.642221,0.7052667,0.3002517
25,0.3813726,0.102829956,0.06537187,0.295,24,26,0,0,3,0.021397976,0.00016912576,5.0320535,7.1035314,142.37396,-0.68240625,-0.48359564,0.5481396
26,0.20977116,0.10105735,0.042454433,0.2475,25,27,0,0,4,0.02523489,0.0005438679,4.7718024,6.919101,142.58301,0.9537918,0.28498232,0.09521688
27,0.22398818,0.10105735,0.030419394,0.135,26,28,0,0,4,0.032094076,-7.460222e-05,4.9718804,6.9788823,142.60298,-0.2428166,-0.3552071,0.90270036
28,0.05886596,0.10105735,0.022244222,0.0975,27,4294967295,0,0,4,0.04668779,3.58201e-10,4.9616294,6.9869237,142.85152,0.37599573,0.29712224,0.8776933
29,0.01,0.0050000004,0.005,0.05,0,4294967295,1,0,0,0.064933136,0.005,4.7995763,6.1081753,137.35654,1.0,0.0,0.0
